order_id,warehouse,category,order_date,promised_ship_date,actual_ship_date,status,units
WO0002960,Northeast-1,Outdoor,07/13/2026,2026-07-15,07/15/2026, Shipped,9
WO0002961,Midwest-2,Outdoor,07/13/2026,07/16/2026,07/15/2026,SHIPPED,11
WO0002962,South-4,Home Goods,07/13/2026,2026-07-16,07/17/2026,DELAYED,1
WO0002963,Midwest-2,Office Supplies,2026-07-13,07/16/2026,07/16/2026,SHIPPED,1
WO0002964,West-3,Outdoor,2026-07-13,07/15/2026,2026-07-15,SHIPPED,11
WO0002965,South-4,Apparel,2026-07-13,07/16/2026,07/16/2026,Shipped,6
WO0002966,West-3,Apparel,07/13/2026,2026-07-14,07/13/2026,SHIPPED,9
WO0002967,Midwest-2,Home Goods,07/13/2026,2026-07-14,2026-07-13, Shipped,4
WO0002968,South-4,Apparel,2026-07-13,07/15/2026,07/15/2026,shipped,5
WO0002969,Midwest-2,Apparel,2026-07-13,07/16/2026,07/15/2026, Shipped,9
WO0002970,Northeast-1,Apparel,07/13/2026,2026-07-15,07/15/2026,shipped,11
WO0002971,South-4,Apparel,2026-07-13,2026-07-16,07/15/2026,SHIPPED,8
WO0002972,South-4,Apparel,2026-07-13,2026-07-14,07/13/2026, Shipped,9
WO0002973,West-3,Apparel,2026-07-13,2026-07-15,2026-07-14,shipped,1
WO0002974,Midwest-2,Electronics,2026-07-13,07/15/2026,2026-07-14,Shipped,10
WO0002975,Midwest-2,Home Goods,2026-07-13,2026-07-16,2026-07-16,shipped,7
WO0002976,South-4,Apparel,07/13/2026,2026-07-15,07/15/2026,Shipped,6
WO0002977,Midwest-2,Apparel,2026-07-13,2026-07-15,2026-07-14, Shipped,2
WO0002978,Northeast-1,Home Goods,07/13/2026,07/15/2026,2026-07-14,shipped,10
WO0002979,West-3,Apparel,07/13/2026,07/15/2026,2026-07-15,SHIPPED,10
WO0002980,West-3,Outdoor,2026-07-13,2026-07-14,2026-07-14, Shipped,4
WO0002981,Midwest-2,Outdoor,2026-07-13,07/14/2026,,Delayed,10
WO0002982,West-3,Electronics,07/13/2026,2026-07-15,07/14/2026,SHIPPED,3
WO0002983,South-4,Apparel,07/13/2026,2026-07-16,2026-07-16,SHIPPED,2
WO0002984,South-4,Office Supplies,2026-07-13,2026-07-16,2026-07-16,shipped,1
WO0002985,West-3,Outdoor,2026-07-13,2026-07-14,2026-07-14,Shipped,2
WO0002986,Northeast-1,Home Goods,07/13/2026,2026-07-15,,Cancelled,9
WO0002987,Northeast-1,Apparel,07/13/2026,2026-07-16,07/15/2026,shipped,8
WO0002988,West-3,Apparel,2026-07-13,2026-07-15,2026-07-14,shipped,10
WO0002989,West-3,Outdoor,2026-07-13,07/14/2026,07/14/2026,SHIPPED,11
WO0002990,Northeast-1,Electronics,2026-07-13,07/16/2026,2026-07-16,SHIPPED,8
WO0002991,,Electronics,2026-07-13,07/16/2026,2026-07-16,SHIPPED,8
WO0002992,Midwest-2,Office Supplies,2026-07-13,07/15/2026,07/15/2026,SHIPPED,7
WO0002993,Northeast-1,Home Goods,2026-07-13,07/15/2026,07/15/2026, Shipped,10
WO0002994,West-3,Electronics,2026-07-13,07/16/2026,2026-07-15, Shipped,1
WO0002995,Midwest-2,Office Supplies,2026-07-13,07/14/2026,07/14/2026,shipped,11
WO0002996,Northeast-1,Electronics,07/13/2026,2026-07-16,07/16/2026, Shipped,11
WO0002997,Midwest-2,Outdoor,07/13/2026,07/16/2026,07/16/2026,shipped,6
WO0002998,Midwest-2,Outdoor,07/13/2026,2026-07-16,,cancelled,8
WO0002999,West-3,Office Supplies,07/13/2026,2026-07-14,07/13/2026,SHIPPED,1
WO0003000,Midwest-2,Office Supplies,07/13/2026,2026-07-14,07/14/2026,Shipped,10
WO0003001,Northeast-1,Electronics,2026-07-13,2026-07-14,07/14/2026,shipped,3
WO0003002,South-4,Outdoor,2026-07-13,07/16/2026,07/15/2026,SHIPPED,4
WO0003003,South-4,Electronics,07/13/2026,07/15/2026,,DELAYED,6
WO0003004,Midwest-2,Home Goods,2026-07-13,2026-07-15,2026-07-15, Shipped,4
WO0003005,Midwest-2,Apparel,07/13/2026,2026-07-15,07/14/2026,SHIPPED,5
WO0003006,West-3,Home Goods,2026-07-13,07/15/2026,07/16/2026,DELAYED,10
WO0003007,Midwest-2,Office Supplies,07/13/2026,2026-07-15,2026-07-15,shipped,4
WO0003008,West-3,Office Supplies,07/13/2026,07/15/2026,2026-07-14, Shipped,10
WO0003009,West-3,Outdoor,07/13/2026,2026-07-15,2026-07-17,Delayed,4
WO0003010,West-3,Apparel,2026-07-13,2026-07-14,07/14/2026, Shipped,2
WO0003011,Midwest-2,Electronics,07/13/2026,07/16/2026,07/16/2026,Shipped,4
WO0003012,West-3,Electronics,2026-07-13,07/16/2026,07/15/2026,shipped,4
WO0003013,West-3,Apparel,07/13/2026,2026-07-16,07/15/2026,shipped,1
WO0003014,South-4,Office Supplies,07/13/2026,07/16/2026,2026-07-15,SHIPPED,5
WO0003015,Northeast-1,Office Supplies,2026-07-13,2026-07-16,07/15/2026,Shipped,4
WO0003016,Midwest-2,Electronics,07/13/2026,07/15/2026,2026-07-15,SHIPPED,7
WO0003017,Northeast-1,Home Goods,07/13/2026,2026-07-15,2026-07-17,DELAYED,1
WO0003018,West-3,Outdoor,2026-07-13,07/16/2026,2026-07-16,Shipped,5
WO0003019,Midwest-2,Office Supplies,2026-07-13,2026-07-14,2026-07-14, Shipped,9
WO0003020,West-3,Home Goods,2026-07-13,2026-07-16,2026-07-16,Shipped,11
WO0003021,Northeast-1,Office Supplies,07/13/2026,2026-07-14,2026-07-14,shipped,10
WO0003022,West-3,Outdoor,07/13/2026,07/15/2026,2026-07-15,shipped,11
WO0003023,South-4,Office Supplies,07/13/2026,07/16/2026,07/16/2026,Shipped,4
WO0003023,South-4,Office Supplies,07/13/2026,07/16/2026,07/16/2026,Shipped,4
WO0003024,Midwest-2,Outdoor,2026-07-13,07/15/2026,07/16/2026,delayed,11
WO0003025,Midwest-2,Office Supplies,2026-07-13,07/16/2026,2026-07-15, Shipped,6
WO0003026,Midwest-2,Electronics,07/13/2026,2026-07-15,2026-07-14, Shipped,6
WO0003027,West-3,Outdoor,07/13/2026,07/15/2026,07/15/2026,Shipped,3
WO0003028,West-3,Office Supplies,07/13/2026,07/14/2026,2026-07-13,Shipped,10
WO0003028,West-3,Office Supplies,07/13/2026,07/14/2026,2026-07-13,Shipped,10
WO0003029,South-4,Apparel,2026-07-13,2026-07-14,07/14/2026, Shipped,10
WO0003030,West-3,Office Supplies,07/13/2026,07/14/2026,07/13/2026,shipped,8
WO0003031,Northeast-1,Office Supplies,07/13/2026,07/15/2026,2026-07-14,SHIPPED,1
WO0003032,Midwest-2,Outdoor,2026-07-13,07/15/2026,07/15/2026,shipped,2
WO0003033,West-3,Electronics,2026-07-13,07/15/2026,2026-07-14,Shipped,10
WO0003034,Northeast-1,Electronics,07/13/2026,07/15/2026,07/20/2026,Delayed,11
WO0003035,South-4,Office Supplies,07/13/2026,2026-07-14,2026-07-14,shipped,9
WO0003036,Northeast-1,Apparel,07/13/2026,2026-07-14,2026-07-16,Delayed,5
WO0003037,Midwest-2,Apparel,2026-07-13,07/14/2026,07/13/2026,Shipped,9
WO0003038,Northeast-1,Apparel,07/13/2026,07/16/2026,2026-07-15,shipped,5
WO0003039,West-3,Outdoor,07/13/2026,2026-07-15,07/15/2026, Shipped,2
WO0003040,West-3,Home Goods,07/13/2026,07/14/2026,07/13/2026,shipped,6
WO0003041,West-3,Outdoor,07/13/2026,2026-07-15,07/14/2026,SHIPPED,8
WO0003042,South-4,Home Goods,2026-07-13,07/16/2026,2026-07-15,SHIPPED,7
WO0003043,West-3,Outdoor,07/13/2026,07/15/2026,2026-07-14,SHIPPED,6
WO0003044,South-4,Outdoor,07/13/2026,2026-07-14,07/14/2026, Shipped,3
WO0003045,Midwest-2,Electronics,2026-07-13,07/15/2026,,delayed,2
WO0003046,Midwest-2,Home Goods,2026-07-13,07/15/2026,2026-07-15, Shipped,9
WO0003047,Northeast-1,Apparel,2026-07-13,2026-07-14,2026-07-13,shipped,11
WO0003047,Northeast-1,Apparel,2026-07-13,2026-07-14,2026-07-13,shipped,11
WO0003048,South-4,Office Supplies,2026-07-13,07/14/2026,2026-07-14, Shipped,10
WO0003049,West-3,Office Supplies,07/13/2026,07/15/2026,07/14/2026, Shipped,10
WO0003050,Midwest-2,Office Supplies,2026-07-13,07/16/2026,07/16/2026,Shipped,5
WO0003051,Northeast-1,Apparel,2026-07-13,2026-07-14,2026-07-14, Shipped,2
WO0003052,Northeast-1,Office Supplies,07/13/2026,2026-07-16,07/16/2026,Shipped,1
WO0003053,Northeast-1,Outdoor,2026-07-13,07/14/2026,07/14/2026,SHIPPED,6
WO0003054,South-4,Apparel,2026-07-13,2026-07-16,2026-07-15,Shipped,8
WO0003055,Northeast-1,Apparel,2026-07-13,2026-07-16,07/16/2026, Shipped,3
WO0003056,West-3,Home Goods,2026-07-13,07/15/2026,07/15/2026, Shipped,9
WO0003057,South-4,Home Goods,07/13/2026,07/14/2026,2026-07-13,Shipped,5
WO0003058,South-4,Outdoor,07/13/2026,2026-07-16,2026-07-15,Shipped,1
WO0003059,Northeast-1,Office Supplies,2026-07-13,07/15/2026,07/14/2026, Shipped,6
WO0003060,Northeast-1,Home Goods,07/13/2026,2026-07-16,07/16/2026, Shipped,9
WO0003061,South-4,Outdoor,07/13/2026,2026-07-16,2026-07-16, Shipped,6
WO0003062,Midwest-2,Office Supplies,2026-07-13,2026-07-15,07/14/2026,shipped,3
WO0003063,South-4,Outdoor,07/13/2026,07/15/2026,,DELAYED,7
WO0003064,Northeast-1,Outdoor,2026-07-13,2026-07-16,2026-07-16,SHIPPED,2
WO0003065,South-4,Electronics,07/13/2026,2026-07-16,07/15/2026, Shipped,5
WO0003066,Midwest-2,Office Supplies,2026-07-13,2026-07-16,,Canceled,4
WO0003067,Northeast-1,Apparel,2026-07-13,07/15/2026,2026-07-15,Shipped,6
WO0003068,South-4,Apparel,2026-07-13,2026-07-14,2026-07-19,Delayed,6
WO0003069,Northeast-1,Electronics,2026-07-13,07/14/2026,07/14/2026, Shipped,10
WO0003070,West-3,Outdoor,07/13/2026,2026-07-15,07/15/2026,SHIPPED,1
WO0003071,Midwest-2,Electronics,2026-07-13,07/16/2026,2026-07-15, Shipped,6
WO0003072,South-4,Office Supplies,07/13/2026,07/15/2026,2026-07-14,shipped,11
WO0003073,Northeast-1,Home Goods,07/13/2026,07/15/2026,07/15/2026, Shipped,1
WO0003074,South-4,Apparel,2026-07-13,07/16/2026,2026-07-15,Shipped,11
WO0003075,Midwest-2,Apparel,07/13/2026,2026-07-14,2026-07-13,shipped,10
WO0003076,Midwest-2,Office Supplies,07/13/2026,2026-07-14,07/14/2026,Shipped,8
WO0003077,Midwest-2,Electronics,07/13/2026,07/14/2026,2026-07-13,SHIPPED,2
WO0003078,South-4,Apparel,2026-07-13,07/14/2026,2026-07-13,shipped,6
WO0003079,Northeast-1,Electronics,07/13/2026,2026-07-16,07/15/2026,shipped,10
WO0003080,West-3,Apparel,2026-07-13,2026-07-14,07/14/2026,Shipped,1
WO0003081,Midwest-2,Home Goods,2026-07-13,07/16/2026,07/16/2026,Shipped,10
WO0003082,Northeast-1,Electronics,2026-07-13,2026-07-15,2026-07-15,shipped,11
WO0003083,Midwest-2,Electronics,07/13/2026,07/15/2026,07/19/2026,Delayed,8
WO0003084,Midwest-2,Home Goods,2026-07-13,07/16/2026,2026-07-15,shipped,5
WO0003085,Midwest-2,Apparel,2026-07-13,2026-07-15,07/15/2026,SHIPPED,8
WO0003086,Midwest-2,Outdoor,07/13/2026,07/16/2026,07/16/2026, Shipped,9
WO0003087,Midwest-2,Office Supplies,2026-07-13,2026-07-16,2026-07-16,SHIPPED,6
WO0003088,Midwest-2,Office Supplies,2026-07-13,2026-07-16,2026-07-16,SHIPPED,-1
WO0003089,South-4,Home Goods,2026-07-13,2026-07-16,2026-07-16,Shipped,9
WO0003090,Midwest-2,Apparel,07/13/2026,2026-07-15,2026-07-15,SHIPPED,10
WO0003091,Northeast-1,Electronics,07/13/2026,2026-07-14,2026-07-13,shipped,10
WO0003092,Midwest-2,Apparel,07/13/2026,2026-07-16,07/16/2026,shipped,2
WO0003093,South-4,Outdoor,2026-07-13,07/16/2026,,delayed,4
WO0003094,West-3,Home Goods,07/13/2026,2026-07-15,07/14/2026,shipped,2
WO0003095,Midwest-2,Outdoor,07/13/2026,2026-07-15,,Canceled,10
WO0003096,Midwest-2,Home Goods,2026-07-13,07/15/2026,07/18/2026,DELAYED,8
WO0003097,South-4,Home Goods,2026-07-13,07/15/2026,2026-07-15,shipped,4
WO0003098,West-3,Apparel,2026-07-13,07/15/2026,07/14/2026,SHIPPED,9
WO0003099,South-4,Outdoor,07/14/2026,07/16/2026,2026-07-16, Shipped,9
WO0003100,Northeast-1,Outdoor,07/14/2026,07/15/2026,2026-07-15, Shipped,6
WO0003101,West-3,Electronics,07/14/2026,2026-07-16,07/15/2026,SHIPPED,3
WO0003102,South-4,Home Goods,07/14/2026,07/16/2026,2026-07-15,SHIPPED,5
WO0003103,Midwest-2,Office Supplies,2026-07-14,07/15/2026,2026-07-14,shipped,8
WO0003104,West-3,Apparel,2026-07-14,07/16/2026,,DELAYED,4
WO0003105,South-4,Office Supplies,07/14/2026,2026-07-17,07/16/2026,Shipped,8
WO0003106,West-3,Office Supplies,07/14/2026,2026-07-17,2026-07-17,SHIPPED,6
WO0003107,South-4,Outdoor,07/14/2026,2026-07-16,07/16/2026,shipped,8
WO0003108,Northeast-1,Electronics,07/14/2026,2026-07-16,2026-07-15,Shipped,10
WO0003109,Northeast-1,Electronics,07/14/2026,2026-07-17,07/17/2026,SHIPPED,2
WO0003110,Midwest-2,Outdoor,2026-07-14,07/16/2026,,Delayed,8
WO0003111,West-3,Office Supplies,2026-07-14,2026-07-17,2026-07-16, Shipped,3
WO0003112,South-4,Office Supplies,2026-07-14,2026-07-15,2026-07-15,SHIPPED,5
WO0003113,Northeast-1,Electronics,2026-07-14,2026-07-17,2026-07-16, Shipped,8
WO0003114,South-4,Apparel,2026-07-14,2026-07-15,07/15/2026, Shipped,1
WO0003115,South-4,Home Goods,07/14/2026,2026-07-17,2026-07-17, Shipped,6
WO0003115,South-4,Home Goods,07/14/2026,2026-07-17,2026-07-17, Shipped,6
WO0003116,West-3,Electronics,07/14/2026,2026-07-15,2026-07-15,SHIPPED,3
WO0003117,South-4,Office Supplies,2026-07-14,2026-07-15,2026-07-14, Shipped,11
WO0003118,South-4,Office Supplies,2026-07-14,07/15/2026,,delayed,7
WO0003119,South-4,Electronics,2026-07-14,07/15/2026,2026-07-15,shipped,8
WO0003119,South-4,Electronics,2026-07-14,07/15/2026,2026-07-15,shipped,8
WO0003120,West-3,Electronics,2026-07-14,2026-07-17,07/17/2026,SHIPPED,2
WO0003121,West-3,Apparel,2026-07-14,07/17/2026,07/21/2026,delayed,8
WO0003122,South-4,Electronics,07/14/2026,2026-07-15,2026-07-15,SHIPPED,4
WO0003122,South-4,Electronics,07/14/2026,2026-07-15,2026-07-15,SHIPPED,4
WO0003123,South-4,Apparel,2026-07-14,2026-07-17,07/17/2026,Shipped,4
WO0003124,West-3,Electronics,2026-07-14,2026-07-16,2026-07-16,Shipped,9
WO0003125,Northeast-1,Apparel,07/14/2026,2026-07-15,2026-07-15,Shipped,5
WO0003126,Northeast-1,Apparel,07/14/2026,07/17/2026,2026-07-16,SHIPPED,7
WO0003127,Midwest-2,Electronics,07/14/2026,2026-07-17,07/16/2026, Shipped,2
WO0003128,Midwest-2,Apparel,07/14/2026,2026-07-16,07/19/2026,delayed,6
WO0003129,South-4,Home Goods,2026-07-14,07/16/2026,2026-07-16,Shipped,8
WO0003130,Midwest-2,Home Goods,07/14/2026,07/15/2026,2026-07-15,Shipped,8
WO0003131,West-3,Office Supplies,07/14/2026,07/16/2026,07/16/2026,Shipped,7
WO0003132,Midwest-2,Home Goods,2026-07-14,07/16/2026,2026-07-16,SHIPPED,9
WO0003133,Midwest-2,Office Supplies,07/14/2026,2026-07-16,2026-07-15,SHIPPED,11
WO0003134,Midwest-2,Outdoor,07/14/2026,07/16/2026,2026-07-16, Shipped,5
WO0003135,West-3,Home Goods,2026-07-14,07/17/2026,07/17/2026, Shipped,7
WO0003135,West-3,Home Goods,2026-07-14,07/17/2026,07/17/2026, Shipped,7
WO0003136,Midwest-2,Home Goods,07/14/2026,2026-07-15,07/15/2026,Shipped,10
WO0003137,West-3,Outdoor,2026-07-14,07/17/2026,2026-07-17,Shipped,5
WO0003138,Midwest-2,Office Supplies,07/14/2026,07/16/2026,07/15/2026, Shipped,7
WO0003139,South-4,Outdoor,2026-07-14,07/15/2026,07/14/2026,shipped,11
WO0003140,West-3,Electronics,2026-07-14,07/16/2026,07/15/2026,shipped,2
WO0003141,Northeast-1,Outdoor,2026-07-14,2026-07-15,07/18/2026,Delayed,8
WO0003142,,Outdoor,2026-07-14,2026-07-15,07/18/2026,Delayed,8
WO0003143,West-3,Apparel,2026-07-14,2026-07-16,07/18/2026,DELAYED,5
WO0003144,Midwest-2,Office Supplies,07/14/2026,07/15/2026,07/14/2026,shipped,3
WO0003145,Midwest-2,Outdoor,2026-07-14,2026-07-17,07/16/2026, Shipped,11
WO0003146,Northeast-1,Office Supplies,07/14/2026,07/16/2026,07/15/2026, Shipped,3
WO0003147,West-3,Electronics,2026-07-14,2026-07-17,07/17/2026,SHIPPED,3
WO0003148,Northeast-1,Apparel,07/14/2026,07/17/2026,07/17/2026,SHIPPED,2
WO0003149,South-4,Apparel,2026-07-14,07/15/2026,2026-07-14,shipped,6
WO0003150,Northeast-1,Outdoor,2026-07-14,2026-07-17,2026-07-16,Shipped,3
WO0003151,Northeast-1,Home Goods,2026-07-14,2026-07-17,07/17/2026,shipped,9
WO0003152,South-4,Electronics,07/14/2026,2026-07-17,2026-07-17,shipped,10
WO0003153,West-3,Apparel,2026-07-14,2026-07-15,07/14/2026,shipped,1
WO0003154,Northeast-1,Electronics,07/14/2026,07/17/2026,2026-07-17,SHIPPED,10
WO0003155,Midwest-2,Apparel,07/14/2026,2026-07-16,2026-07-15,SHIPPED,5
WO0003156,West-3,Apparel,2026-07-14,07/17/2026,07/17/2026,SHIPPED,7
WO0003157,West-3,Outdoor,07/14/2026,2026-07-17,07/16/2026, Shipped,8
WO0003158,Northeast-1,Apparel,07/14/2026,2026-07-15,07/14/2026,SHIPPED,4
WO0003159,West-3,Apparel,2026-07-14,2026-07-16,07/15/2026,shipped,4
WO0003160,Midwest-2,Office Supplies,2026-07-14,2026-07-16,07/16/2026,SHIPPED,10
WO0003161,West-3,Home Goods,07/14/2026,2026-07-15,2026-07-15,shipped,7
WO0003162,South-4,Electronics,2026-07-14,07/17/2026,07/16/2026,SHIPPED,7
WO0003163,Midwest-2,Outdoor,07/14/2026,07/17/2026,2026-07-17, Shipped,9
WO0003164,Midwest-2,Home Goods,2026-07-14,07/16/2026,07/15/2026,SHIPPED,3
WO0003165,Midwest-2,Apparel,2026-07-14,07/17/2026,2026-07-17,shipped,1
WO0003166,South-4,Electronics,2026-07-14,07/17/2026,2026-07-16,shipped,7
WO0003167,Midwest-2,Home Goods,2026-07-14,2026-07-17,2026-07-16, Shipped,3
WO0003168,Northeast-1,Electronics,07/14/2026,2026-07-16,2026-07-15,shipped,8
WO0003169,South-4,Apparel,2026-07-14,2026-07-16,07/16/2026,SHIPPED,11
WO0003170,Northeast-1,Electronics,2026-07-14,07/15/2026,2026-07-14,SHIPPED,11
WO0003171,West-3,Home Goods,2026-07-14,2026-07-15,2026-07-14, Shipped,9
WO0003172,South-4,Office Supplies,2026-07-14,2026-07-17,07/17/2026,SHIPPED,5
WO0003173,Midwest-2,Office Supplies,2026-07-14,2026-07-15,07/14/2026, Shipped,8
WO0003174,Midwest-2,Office Supplies,07/14/2026,07/16/2026,07/15/2026,Shipped,8
WO0003175,Midwest-2,Office Supplies,07/14/2026,2026-07-16,07/16/2026, Shipped,5
WO0003176,South-4,Office Supplies,07/14/2026,2026-07-16,07/15/2026,shipped,9
WO0003177,South-4,Apparel,07/14/2026,2026-07-17,2026-07-20,Delayed,1
WO0003178,Midwest-2,Office Supplies,07/14/2026,2026-07-16,07/15/2026,Shipped,5
WO0003179,Midwest-2,Apparel,07/14/2026,07/16/2026,2026-07-15, Shipped,5
WO0003180,Midwest-2,Apparel,2026-07-14,2026-07-17,07/17/2026,SHIPPED,7
WO0003181,Northeast-1,Home Goods,07/14/2026,07/17/2026,07/16/2026,shipped,4
WO0003182,Northeast-1,Outdoor,2026-07-14,2026-07-17,2026-07-16,shipped,5
WO0003183,Midwest-2,Home Goods,07/14/2026,07/17/2026,,delayed,1
WO0003184,South-4,Apparel,2026-07-14,07/17/2026,07/17/2026, Shipped,5
WO0003185,South-4,Home Goods,07/14/2026,07/17/2026,2026-07-17,shipped,10
WO0003186,South-4,Outdoor,2026-07-14,07/16/2026,2026-07-15, Shipped,1
WO0003187,Midwest-2,Apparel,2026-07-14,07/15/2026,2026-07-15,SHIPPED,3
WO0003187,Midwest-2,Apparel,2026-07-14,07/15/2026,2026-07-15,SHIPPED,3
WO0003188,Northeast-1,Outdoor,2026-07-14,07/15/2026,07/14/2026,Shipped,5
WO0003189,West-3,Home Goods,2026-07-14,07/16/2026,07/15/2026, Shipped,1
WO0003190,West-3,Apparel,2026-07-14,2026-07-16,07/16/2026,SHIPPED,4
WO0003191,Northeast-1,Home Goods,2026-07-14,07/15/2026,07/15/2026, Shipped,1
WO0003192,South-4,Home Goods,07/14/2026,07/16/2026,2026-07-16, Shipped,6
WO0003193,Northeast-1,Home Goods,2026-07-14,2026-07-15,2026-07-14, Shipped,10
WO0003194,Northeast-1,Outdoor,2026-07-14,07/15/2026,07/15/2026,Shipped,9
WO0003195,Midwest-2,Electronics,2026-07-14,07/17/2026,07/16/2026,shipped,3
WO0003196,Midwest-2,Outdoor,07/14/2026,07/16/2026,07/15/2026,Shipped,7
WO0003197,South-4,Outdoor,2026-07-14,07/16/2026,2026-07-15,Shipped,4
WO0003198,Northeast-1,Outdoor,07/14/2026,2026-07-15,07/14/2026,shipped,6
WO0003199,West-3,Office Supplies,07/14/2026,07/16/2026,2026-07-15,shipped,5
WO0003200,Northeast-1,Electronics,07/14/2026,2026-07-17,,delayed,8
WO0003201,West-3,Office Supplies,07/14/2026,07/17/2026,2026-07-17,SHIPPED,5
WO0003202,West-3,Home Goods,07/14/2026,07/17/2026,2026-07-16, Shipped,2
WO0003203,Midwest-2,Home Goods,07/14/2026,2026-07-16,07/15/2026,Shipped,7
WO0003204,West-3,Office Supplies,07/14/2026,07/16/2026,07/15/2026,shipped,2
WO0003205,Northeast-1,Electronics,2026-07-14,07/15/2026,07/15/2026,Shipped,7
WO0003206,South-4,Electronics,07/14/2026,2026-07-16,2026-07-15,SHIPPED,5
WO0003207,Midwest-2,Electronics,07/14/2026,2026-07-15,07/14/2026, Shipped,3
WO0003208,South-4,Office Supplies,07/14/2026,07/16/2026,07/15/2026,Shipped,7
WO0003209,South-4,Outdoor,07/14/2026,2026-07-16,07/15/2026,Shipped,5
WO0003210,South-4,Office Supplies,2026-07-14,2026-07-15,07/15/2026,shipped,1
WO0003211,Midwest-2,Apparel,07/14/2026,2026-07-16,2026-07-16,Shipped,4
WO0003212,Midwest-2,Electronics,2026-07-14,07/16/2026,2026-07-16, Shipped,5
WO0003213,West-3,Electronics,07/14/2026,2026-07-15,07/14/2026,Shipped,5
WO0003214,Northeast-1,Electronics,2026-07-14,2026-07-17,07/16/2026,shipped,5
WO0003215,Northeast-1,Electronics,2026-07-14,07/15/2026,2026-07-14, Shipped,7
WO0003216,Midwest-2,Office Supplies,2026-07-14,07/16/2026,2026-07-15,shipped,5
WO0003217,Northeast-1,Office Supplies,2026-07-14,07/15/2026,07/15/2026, Shipped,11
WO0003218,South-4,Electronics,07/14/2026,2026-07-15,07/14/2026,shipped,8
WO0003219,West-3,Home Goods,07/14/2026,07/15/2026,2026-07-15,shipped,1
WO0003220,Northeast-1,Office Supplies,2026-07-14,2026-07-16,07/16/2026,SHIPPED,3
WO0003221,Northeast-1,Electronics,2026-07-14,2026-07-17,07/16/2026,SHIPPED,9
WO0003222,South-4,Outdoor,2026-07-14,2026-07-15,07/15/2026,Shipped,11
WO0003223,Midwest-2,Outdoor,2026-07-14,2026-07-15,2026-07-14,Shipped,1
WO0003224,West-3,Outdoor,07/14/2026,07/16/2026,2026-07-15, Shipped,10
WO0003225,West-3,Outdoor,07/14/2026,07/17/2026,2026-07-17,shipped,1
WO0003226,Midwest-2,Apparel,07/14/2026,2026-07-17,2026-07-16,shipped,7
WO0003227,Midwest-2,Outdoor,07/14/2026,07/16/2026,2026-07-15,SHIPPED,2
WO0003228,Northeast-1,Apparel,07/14/2026,2026-07-15,2026-07-15,SHIPPED,6
WO0003229,Midwest-2,Home Goods,07/14/2026,2026-07-17,07/16/2026,SHIPPED,5
WO0003230,West-3,Electronics,07/14/2026,07/17/2026,07/16/2026,Shipped,5
WO0003231,South-4,Office Supplies,07/14/2026,2026-07-16,2026-07-16,Shipped,6
WO0003232,South-4,Apparel,07/14/2026,2026-07-17,2026-07-18,Delayed,8
WO0003233,South-4,Apparel,07/14/2026,07/15/2026,2026-07-15, Shipped,7
WO0003234,South-4,Office Supplies,2026-07-14,07/17/2026,2026-07-17,SHIPPED,6
WO0003235,South-4,Electronics,2026-07-14,2026-07-16,2026-07-15, Shipped,9
WO0003236,Midwest-2,Home Goods,2026-07-14,07/17/2026,2026-07-17,shipped,6
WO0003237,South-4,Electronics,07/14/2026,07/16/2026,2026-07-16, Shipped,7
WO0003238,South-4,Electronics,07/14/2026,07/16/2026,2026-07-16, Shipped,-1
WO0003239,Northeast-1,Electronics,07/14/2026,07/15/2026,2026-07-14,SHIPPED,9
WO0003240,Northeast-1,Outdoor,2026-07-14,07/17/2026,07/16/2026,Shipped,10
WO0003241,Midwest-2,Apparel,07/14/2026,2026-07-15,07/15/2026,SHIPPED,6
WO0003242,Midwest-2,Home Goods,2026-07-14,2026-07-15,07/15/2026,shipped,4
WO0003243,Northeast-1,Electronics,2026-07-14,07/16/2026,07/16/2026,Shipped,6
WO0003244,South-4,Outdoor,07/14/2026,2026-07-16,2026-07-16,shipped,5
WO0003245,Northeast-1,Apparel,07/14/2026,2026-07-15,,Delayed,10
WO0003246,Northeast-1,Electronics,2026-07-14,07/16/2026,07/16/2026,SHIPPED,10
WO0003247,Northeast-1,Electronics,2026-07-15,07/18/2026,07/18/2026,Shipped,3
WO0003248,South-4,Outdoor,2026-07-15,07/16/2026,2026-07-16,Shipped,5
WO0003249,South-4,Electronics,2026-07-15,07/17/2026,07/17/2026,Shipped,10
WO0003250,South-4,Home Goods,2026-07-15,07/16/2026,07/15/2026, Shipped,1
WO0003251,South-4,Office Supplies,07/15/2026,07/17/2026,07/17/2026,SHIPPED,8
WO0003252,Midwest-2,Apparel,2026-07-15,2026-07-17,,Delayed,2
WO0003253,Midwest-2,Outdoor,2026-07-15,07/18/2026,2026-07-18,shipped,7
WO0003254,South-4,Outdoor,07/15/2026,2026-07-17,2026-07-16, Shipped,8
WO0003255,South-4,Home Goods,2026-07-15,2026-07-17,07/16/2026,shipped,9
WO0003256,West-3,Home Goods,07/15/2026,2026-07-17,2026-07-16,SHIPPED,3
WO0003257,Northeast-1,Apparel,07/15/2026,07/18/2026,07/17/2026,shipped,5
WO0003258,Midwest-2,Apparel,2026-07-15,2026-07-16,07/16/2026, Shipped,9
